Smandon	0.238588519217743
MarkusKahlsen	0.19304087137756334
Nitrate	0.1853496372595265
ksfortson	0.1806741940825122
Fey	0.1678781582972026
vEnhance	0.16468756139829124
rs1	0.16128872501941943
Asddsa76	0.15101961887084972
Nitrate2	0.14774186643735068
wump	0.14768111354552568
piper	0.14222083645077085
micerang	0.14006103441402876
scharkbite	0.13358406171164658
sjdrodge	0.131108928618984
boba	0.12989660862976268
TimeHoodie	0.1251340835818793
Pimak	0.12371625473809854
Instantiation	0.12072531416769759
Zakisan	0.11687191549156237
qqqq	0.10664621339706229
aquarelle	0.1035652545680043
hakha3	0.09685462117425209
HelanaAshryvr	0.09638527518166584
asaelr	0.09625273155144366
catula	0.094294254057737
rkass	0.09250697211265367
Aluap	0.08903773144359224
Sucubis	0.0890072079932149
Floriman	0.088904643254766
Bot-Fiora	0.08713638443724994
timotree	0.08705722093624517
Denchulitas	0.08648910098688775
Syrah	0.08648646144312798
orucsoraihc	0.0864284821525017
cockdestroyer	0.08429596356497394
eliclax	0.08381390780244807
rz	0.08350819318153697
avanderwalde	0.08167564107358374
jack67889	0.08135040838407182
melwen	0.07826925820896224
Pablo-	0.07740218958260293
bjnh	0.07736034667733159
ADrone	0.07489028884529807
methmatics	0.07455586660415414
Kernel	0.07443997299387853
duckmammal	0.07164075093716059
kopen	0.06950308602067376
duckmedic	0.06794812423165537
wortel	0.06687090531236664
nkkarpov	0.06483924492446469
antitelharsic	0.06456059347212201
dobi	0.061127593727519455
Spieler42	0.06006758985070977
Animex52	0.05784944309672963
Kyle	0.05732816614755582
FerKeth	0.05525530842058077
MasN	0.05224616013613795
swineherd	0.0498813527863579
Bonja97	0.0492527989563195
colton	0.04865628579414555
CaitlinSmith	0.04803245776677977
Div	0.04672971535182202
BlueNovember	0.04615066816848079
MangoPie	0.04599177953629752
possum	0.04370788874666008
anser	0.043331191564717486
sephiroth	0.041902300901813135
DarthGandalf	0.04138930427891171
wolfpack	0.04113497250408482
Valetta6789	0.04081681684869229
sin_faith	0.03809291053336104
nitawa	0.03576954891599176
fishcat	0.033898492087749366
Livia	0.025947037245401566
willwin4sure	0.02590980479616806
pianoblook	0.02533003531333269
Lel0uch	0.02464850045573755
Wittvector	0.02368123395382811
Lanvin	0.022930765598628697
IsabeltheCat	0.019379982457137332
StKildaFan	0.017913406707217694
Durandal	0.016712525358036735
invarse	0.0137832760912953
katian	0.01353578545172632
Jake_Stiles	0.010559086851901635
will.i.am	0.008312391565235694
padi	0.006233615084320739
rachyrules	-0.0029393497243809263
ChristopheAF	-0.004054186660546242
Anax	-0.005818674055105227
newduke	-0.007680533434514039
derekcheah	-0.011716598962018036
TheDaniMan	-0.015390091250337879
skyblueexo	-0.016032269141676426
squirrel1988	-0.023068631585581742
Fireheart	-0.02396129942106567
VerySloppyTwo	-0.025007380524550392
kimbifille	-0.029984901709457876
jeff10	-0.036760197466316716
sankala	-0.0463026490747228
Dr_Kakashi	-0.062028406304666134
NoMercy	-0.0699222907025223
IAMJEFF	-0.07719637814526968
indego	-0.08204044795312702
duckless	-0.0888313264092343
Zamiel	-0.09882768550651816
RaKXeR	-0.0988513105856049
Libster	-0.10244883284517416
florrat2	-0.10778293061819344
Razvogor	-0.1284660773888987
duckington	-0.15072933614473313
